tweet_id,entity,tag,Date
48,jennycohn1,PERSON,11/12/2020
48,Michigan,GPE,11/12/2020
48,ES&S,ORG,11/12/2020
48,Dominion,ORG,11/12/2020
49,CodeMonkeyZ,PERSON,11/12/2020
49,Dominion,ORG,11/12/2020
50,RedWingGrips,PERSON,11/12/2020
50,Dominion,ORG,11/12/2020
50,the Clinton Foundation,ORG,11/12/2020
50,China,GPE,11/12/2020
50,Serbia,GPE,11/12/2020
52,HowieCarrShow,PERSON,11/12/2020
53,JaniceTaylor912,PERSON,11/12/2020
54,EllenStreiff,PERSON,11/12/2020
54,RoscoeBDavis1,PERSON,11/12/2020
54,Arizona,GPE,11/12/2020
54,one,CARDINAL,11/12/2020
54,200,CARDINAL,11/12/2020
54,Dominion Voting Systems,ORG,11/12/2020
55,CBSNews,ORG,11/12/2020
55,Trump,PERSON,11/12/2020
55,Dominion Voting Systems,ORG,11/12/2020
56,realDonaldTrump,PERSON,11/12/2020
56,ChanelRion,PERSON,11/12/2020
56,OANN,ORG,11/12/2020
57,markwh2001,PERSON,11/12/2020
57,Davidmetroland,PERSON,11/12/2020
57,butlerrichard2,PERSON,11/12/2020
57,_Vaporium,PERSON,11/12/2020
57,jrwyke,PERSON,11/12/2020
57,William05548637,PERSON,11/12/2020
57,RuddsBunny,PERSON,11/12/2020
57,JohnRya13591294,PERSON,11/12/2020
57,davidjamesrobe4,PERSON,11/12/2020
57,Begentle50,PERSON,11/12/2020
57,chrisgregson123,PERSON,11/12/2020
57,DavidGSmith18,PERSON,11/12/2020
57,David19531501,PERSON,11/12/2020
57,VeuveK,PERSON,11/12/2020
57,The_Leaver,PERSON,11/12/2020
57,IanGianni,PERSON,11/12/2020
57,BeowulfSchaefer,PERSON,11/12/2020
57,mindedmusically,PERSON,11/12/2020
57,MattAdkin,PERSON,11/12/2020
57,MarinereSteve,PERSON,11/12/2020
57,geor97,PERSON,11/12/2020
57,Saritainlondon,PERSON,11/12/2020
57,GeneralGammon,PERSON,11/12/2020
57,BrexitGone,PERSON,11/12/2020
57,Ciolfilicious1,PERSON,11/12/2020
57,resiguru,PERSON,11/12/2020
57,Macid3000,PERSON,11/12/2020
57,daftrucker1,PERSON,11/12/2020
57,Arbiter4Truth,PERSON,11/12/2020
57,The_Speartip,PERSON,11/12/2020
57,SamanthaFoxy1,PERSON,11/12/2020
57,thegrimbarian,PERSON,11/12/2020
58,stillgray,PERSON,11/12/2020
58,Dominion Voting Machine,PRODUCT,11/12/2020
58,TFC Center Wayne Co,ORG,11/12/2020
58,Michigan,GPE,11/12/2020
58,20-014780-AW,CARDINAL,11/12/2020
58,Melissa Carone,PERSON,11/12/2020
59,eugenegu,PERSON,11/12/2020
59,realDonaldTrump,PERSON,11/12/2020
59,ChanelRion,PERSON,11/12/2020
59,OANN,PERSON,11/12/2020
59,Trump,PERSON,11/12/2020
59,Dominion Voting Systems,ORG,11/12/2020
59,Dominion,ORG,11/12/2020
59,Michigan,GPE,11/12/2020
59,Georgia,GPE,11/12/2020
59,jacknicas,PERSON,11/12/2020
60,Rudy Giuliani,PERSON,11/12/2020
61,CodeMonkeyZ,PERSON,11/12/2020
61,Pennsylvania Department of State,ORG,11/12/2020
61,Dominion Voting Software,ORG,11/12/2020
62,HowleyReporter,PERSON,11/12/2020
62,Dominion Voting Systems,ORG,11/12/2020
63,JennaEllisEsq,PERSON,11/12/2020
63,Texas,GPE,11/12/2020
63,Dominion Voting Systems,ORG,11/12/2020
64,RadioFarSide,PERSON,11/12/2020
64,28,CARDINAL,11/12/2020
64,Dominion Voting Systems,PRODUCT,11/12/2020
65,dominionvoting,ORG,11/12/2020
65,Dominion,ORG,11/12/2020
66,Eric Coomer,PERSON,11/12/2020
66,ANTIFA,ORG,11/12/2020
67,novaeramidia,ORG,11/12/2020
67,Dominion Voting Systems,ORG,11/12/2020
67,milhares,CARDINAL,11/12/2020
67,Trump,PERSON,11/12/2020
67,Biden,PERSON,11/12/2020
67,96%,PERCENT,11/12/2020
67,o Partido Democrata,ORG,11/12/2020
68,estebangerbasi,PERSON,11/12/2020
68,Clinton,PERSON,11/12/2020
68,2020,DATE,11/12/2020
69,Dominion Voting Systems,ORG,11/12/2020
70,ScottAdamsSays,PERSON,11/12/2020
70,Dominion,GPE,11/12/2020
71,CodeMonkeyZ,PERSON,11/12/2020
71,Dominion Voting System,ORG,11/12/2020
73,AhmedBaba,PERSON,11/12/2020
73,realDonaldTrump,PERSON,11/12/2020
73,ChanelRion,PERSON,11/12/2020
73,OANN,ORG,11/12/2020
74,Clinton,PERSON,11/12/2020
74,Dominion,ORG,11/12/2020
74,Biden,PERSON,11/12/2020
75,realDonaldTrump,PERSON,11/12/2020
75,ChanelRion,PERSON,11/12/2020
75,OANN,ORG,11/12/2020
75,Hunter Biden,PERSON,11/12/2020
76,Thomas McInerney,PERSON,11/12/2020
76,StevePieczenik,PERSON,11/12/2020
76,CISA,ORG,11/12/2020
76,the Dominion Voting System,ORG,11/12/2020
76,TrumpÃ,PERSON,11/12/2020
76,DHS,ORG,11/12/2020
78,VernonDaj,PERSON,11/12/2020
78,JenniferMille33,PERSON,11/12/2020
78,ScottAdamsSays,PERSON,11/12/2020
78,Dominion,PRODUCT,11/12/2020
79,Clintons,PERSON,11/12/2020
79,Pelosi,PERSON,11/12/2020
79,McConnell,PERSON,11/12/2020
80,JamesNavaCom,PERSON,11/12/2020
80,Dominion Voting System,LAW,11/12/2020
80,Biden,PERSON,11/12/2020
80,Clinton,PERSON,11/12/2020
80,Global Initiative,ORG,11/12/2020
80,Clinton Cash Cow TENEO,ORG,11/12/2020
80,Washington D.C.,GPE,11/12/2020
81,BPR,ORG,11/12/2020
81,HODL,ORG,11/12/2020
81,Dominion,PRODUCT,11/12/2020
82,TPPatriots,ORG,11/12/2020
82,Dominion,PRODUCT,11/12/2020
83,scrowder,PERSON,11/12/2020
83,Product Strategy Dominion Voting Systems,ORG,11/12/2020
83,Eric Coomer,PERSON,11/12/2020
83,Antifa,ORG,11/12/2020
84,MickWest,PERSON,11/12/2020
85,Georgia,GPE,11/12/2020
85,this past fall,DATE,11/12/2020
85,the Dominion Voting Machines,PRODUCT,11/12/2020
85,149,CARDINAL,11/12/2020
85,Amy Totenberg,PERSON,11/12/2020
85,RonColeman,PERSON,11/12/2020
85,SidneyPowell1,PERSON,11/12/2020
86,RealSomethingS1,PERSON,11/12/2020
86,arizona,GPE,11/12/2020
86,6000,CARDINAL,11/12/2020
86,michigan,GPE,11/12/2020
86,one,CARDINAL,11/12/2020
87,FIENSTIEN,PERSON,11/12/2020
88,boogykas,PERSON,11/12/2020
88,Trump,PERSON,11/12/2020
90,AmberMcReynolds,PERSON,11/12/2020
90,Dominion,FAC,11/12/2020
90,nytimesÃ,ORG,11/12/2020
91,Dominion Voting Systems,PRODUCT,11/12/2020
91,"2,000",CARDINAL,11/12/2020
91,33,CARDINAL,11/12/2020
91,NY,GPE,11/12/2020
91,Dominion,PRODUCT,11/12/2020
91,42,CARDINAL,11/12/2020
91,52,CARDINAL,11/12/2020
91,DonaldJTrumpJr,PERSON,11/12/2020
91,realDonaldTrump,PERSON,11/12/2020
92,Democrats,NORP,11/12/2020
92,Dominion Voting Systems,ORG,11/12/2020
93,Dominion,PRODUCT,11/12/2020
93,Trump,PERSON,11/12/2020
93,Republican,NORP,11/12/2020
93,RepubIican,NORP,11/12/2020
93,Trump,PERSON,11/12/2020
95,glennbeck,PERSON,11/12/2020
95,Dominion,GPE,11/12/2020
95,Texas,GPE,11/12/2020
95,Texas,GPE,11/12/2020
95,GOP,ORG,11/12/2020
95,AllenWest,PERSON,11/12/2020
95,Texas,GPE,11/12/2020
96,Georgia,GPE,11/12/2020
97,jennycohn1,PERSON,11/12/2020
97,kelly2277,PERSON,11/12/2020
97,FBI,ORG,11/12/2020
97,realDonaldTrump,PERSON,11/12/2020
97,LindseyGrahamSC,PERSON,11/12/2020
97,senatemajldr,PERSON,11/12/2020
97,BrianKempGA,PERSON,11/12/2020
97,RonDeSantisFL,PERSON,11/12/2020
97,Spoonamore,PERSON,11/12/2020
97,mikefarb1,PERSON,11/12/2020
97,ES&S,ORG,11/12/2020
97,CNP,ORG,11/12/2020
97,ES&S,ORG,11/12/2020
97,Dominion,ORG,11/12/2020
97,GaSecofState,ORG,11/12/2020
97,Nancy Pelosi,PERSON,11/12/2020
97,Dominion,ORG,11/12/2020
98,2.7 Million,CARDINAL,11/12/2020
98,Newsmax,ORG,11/12/2020
99,One,CARDINAL,11/12/2020
101,Oct. 11,DATE,11/12/2020
101,just weeks,DATE,11/12/2020
101,U.S.,GPE,11/12/2020
101,Amy Totenberg,PERSON,11/12/2020
101,Dominion,ORG,11/12/2020
102,GregoryRiggen,PERSON,11/12/2020
102,Republican,NORP,11/12/2020
102,Democrat,NORP,11/12/2020
103,RussoSHOW,WORK_OF_ART,11/12/2020
103,FrankieVECTORS,WORK_OF_ART,11/12/2020
104,RobletoFire,ORG,11/12/2020
104,2019,DATE,11/12/2020
104,Dominion Voting Systems',ORG,11/12/2020
104,Democracy Suite,WORK_OF_ART,11/12/2020
104,Texas SOS,ORG,11/12/2020
105,andrewbostom,PERSON,11/12/2020
105,Melissa Carone,PERSON,11/12/2020
105,Dominion Voting Systems,ORG,11/12/2020
105,Detroit,GPE,11/12/2020
105,MI,GPE,11/12/2020
106,"Sept. 1, 2020",DATE,11/12/2020
106,Atlanta,GPE,11/12/2020
106,District Court,ORG,11/12/2020
106,State,ORG,11/12/2020
106,Dominion,ORG,11/12/2020
107,Eric Coomer,PERSON,11/12/2020
107,Dominion Voting Systems,ORG,11/12/2020
107,The Past Few Days,DATE,11/12/2020
107,Coomer,PERSON,11/12/2020
107,Dominion,ORG,11/12/2020
107,DVS,ORG,11/12/2020
108,Dominion Voting Executive,ORG,11/12/2020
108,The Post & Email,ORG,11/12/2020
109,Dominion,ORG,11/12/2020
110,Frankz2137,PERSON,11/12/2020
111,Dominion,FAC,11/12/2020
112,jmclghln,PERSON,11/12/2020
112,gatewaypundit,PERSON,11/12/2020
112,Dominion,FAC,11/12/2020
113,EvanAKilgore,PERSON,11/12/2020
113,Dominion,GPE,11/12/2020
114,nytimes,ORG,11/12/2020
114,Trump,PERSON,11/12/2020
114,this morning,TIME,11/12/2020
114,Dominion Voting Systems,ORG,11/12/2020
114,only 2,CARDINAL,11/12/2020
114,5,CARDINAL,11/12/2020
114,Michigan,GPE,11/12/2020
114,Georgia,GPE,11/12/2020
115,CodeMonkeyZ,PERSON,11/12/2020
115,Pennsylvania,GPE,11/12/2020
115,the Dominion Voting System,PRODUCT,11/12/2020
115,Dominion,ORG,11/12/2020
116,USA,GPE,11/12/2020
116,Canadian,NORP,11/12/2020
116,100%,PERCENT,11/12/2020
116,DOMINION,PRODUCT,11/12/2020
117,TheLeadCNN,PERSON,11/12/2020
117,jaketapper,PERSON,11/12/2020
117,Covid,PERSON,11/12/2020
117,Dominion,ORG,11/12/2020
118,CodeMonkeyZ,PERSON,11/12/2020
118,Pennsylvania,GPE,11/12/2020
118,Dominion,PRODUCT,11/12/2020
118,5.5,CARDINAL,11/12/2020
119,BILL,PERSON,11/12/2020
119,HILLARY,PERSON,11/12/2020
119,30 DAYS,DATE,11/12/2020
120,JAN 2019,DATE,11/12/2020
120,Dominion,PRODUCT,11/12/2020
120,Texas,GPE,11/12/2020
120,State,ORG,11/12/2020
120,Texas,GPE,11/12/2020
120,Texas,GPE,11/12/2020
120,First,ORDINAL,11/12/2020
121,GenPenaloza,PERSON,11/12/2020
121,mtruzmanp,PERSON,11/12/2020
121,"""Dominion Voting Systems""",ORG,11/12/2020
121,EEUU,GPE,11/12/2020
121,Smartmatic,PRODUCT,11/12/2020
121,EEUU,GPE,11/12/2020
121,norteamericana,NORP,11/12/2020
122,NV,GPE,11/12/2020
122,MI,GPE,11/12/2020
122,WI,GPE,11/12/2020
122,AZ,GPE,11/12/2020
122,GA,GPE,11/12/2020
122,PA,GPE,11/12/2020
122,this Dominion Voting Systems,PRODUCT,11/12/2020
122,7 minutes,TIME,11/12/2020
123,palafo,PERSON,11/12/2020
123,Dominion,GPE,11/12/2020
124,PelosiÃ,PERSON,11/12/2020
124,Dominion,PRODUCT,11/12/2020
125,Dominion,ORG,11/12/2020
125,Texas,GPE,11/12/2020
125,state,ORG,11/12/2020
125,2013,DATE,11/12/2020
125,2019,DATE,11/12/2020
126,realDonaldTrump,PERSON,11/12/2020
126,ChanelRion,PERSON,11/12/2020
127,PepeRemembers,PERSON,11/12/2020
127,Dominion,PRODUCT,11/12/2020
127,Deep Space 9,PRODUCT,11/12/2020
128,SexCounseling,ORG,11/12/2020
128,"221,000",CARDINAL,11/12/2020
128,PENNSYLVANIA,GPE,11/12/2020
128,TRUMP,PERSON,11/12/2020
128,"941,000",CARDINAL,11/12/2020
128,TRUMP,PERSON,11/12/2020
128,"435,000",CARDINAL,11/12/2020
128,TRUMP,PERSON,11/12/2020
129,ScottFantasy,PERSON,11/12/2020
129,Dominion Voting,ORG,11/12/2020
129,The Clinton Foundation,ORG,11/12/2020
130,realDonaldTrump,PERSON,11/12/2020
130,ChanelRion,PERSON,11/12/2020
130,OANN,PERSON,11/12/2020
130,realDonaldTrump,PERSON,11/12/2020
130,ChanelRion,PERSON,11/12/2020
130,OAN,PERSON,11/12/2020
131,poetWOAgun,PERSON,11/12/2020
131,RealJamesWoods,PERSON,11/12/2020
131,Dominion,ORG,11/12/2020
132,Cara,PERSON,11/12/2020
132,Eric Coomer,PERSON,11/12/2020
132,May,DATE,11/12/2020
132,Dominion Voting Systems,ORG,11/12/2020
132,Antifa,ORG,11/12/2020
133,Maricopa,PERSON,11/12/2020
133,GOP,ORG,11/12/2020
134,RealWayneRoot,PERSON,11/12/2020
134,Communist,NORP,11/12/2020
134,China,NORP,11/12/2020
134,Communist,NORP,11/12/2020
134,China,GPE,11/12/2020
134,2,CARDINAL,11/12/2020
134,2,CARDINAL,11/12/2020
134,72 MM,DATE,11/12/2020
134,realDonaldTrumpÃ,PERSON,11/12/2020
135,jacknicas,PERSON,11/12/2020
135,Today,DATE,11/12/2020
135,Dominion Voting Systems,ORG,11/12/2020
136,2016PHelection,DATE,11/12/2020
136,PH,GPE,11/12/2020
136,US,GPE,11/12/2020
136,US,GPE,11/12/2020
136,YesYesYo13,PERSON,11/12/2020
136,AttyGlennChong,PERSON,11/12/2020
137,blayone,PERSON,11/12/2020
137,Dominion Voting Systems,ORG,11/12/2020
137,Trump,PERSON,11/12/2020
137,Joe,PERSON,11/12/2020
138,kate,PERSON,11/12/2020
139,Dominion,ORG,11/12/2020
141,greg,PERSON,11/12/2020
141,scott84,PERSON,11/12/2020
141,Dominion Voting,EVENT,11/12/2020
141,the US Presidential Election,EVENT,11/12/2020
141,Canada,GPE,11/12/2020
142,Georgia,GPE,11/12/2020
142,$100 million,MONEY,11/12/2020
142,last year,DATE,11/12/2020
143,haveaconcern,PERSON,11/12/2020
143,Dominion,ORG,11/12/2020
144,SidneyPowell1,PERSON,11/12/2020
144,realDonaldTrump,PERSON,11/12/2020
144,Patriots,NORP,11/12/2020
144,Dominion,ORG,11/12/2020
144,Soros,PERSON,11/12/2020
144,2,CARDINAL,11/12/2020
144,realDonaldTrump,PERSON,11/12/2020
144,TomFitton,PERSON,11/12/2020
144,RichardGrenell,PERSON,11/12/2020
145,TC2604,PERSON,11/12/2020
145,Democrats,NORP,11/12/2020
145,NRN,ORG,11/12/2020
145,New Right Network,ORG,11/12/2020
146,CMarley77gus,PERSON,11/12/2020
146,TamiLefever,PERSON,11/12/2020
146,thechrisbuskirk,PERSON,11/12/2020
146,one,CARDINAL,11/12/2020
146,dominion,ORG,11/12/2020
146,dozens,CARDINAL,11/12/2020
146,Don,PERSON,11/12/2020
146,Joe,PERSON,11/12/2020
147,FelixSturgeon,PERSON,11/12/2020
147,MichaelStimpfel,PERSON,11/12/2020
147,lordduxin,PERSON,11/12/2020
147,tedcruz,PERSON,11/12/2020
147,2,CARDINAL,11/12/2020
147,3,CARDINAL,11/12/2020
147,USPS,ORG,11/12/2020
147,2nd,ORDINAL,11/12/2020
147,PA,ORG,11/12/2020
147,3,CARDINAL,11/12/2020
147,Dominion,ORG,11/12/2020
148,realDonaldTrump,PERSON,11/12/2020
